[1761199594.247086] [node2:1075757:0]           ib_md.c:1190 UCX  WARN  mlx5_0: relaxed order memory access requested, but unsupported
[1761199595.274113] [node4:1281874:0]           ib_md.c:1190 UCX  WARN  mlx5_0: relaxed order memory access requested, but unsupported
[1761199595.266144] [node2:1075832:0]           ib_md.c:1190 UCX  WARN  mlx5_0: relaxed order memory access requested, but unsupported
[1761199595.265420] [node3:1276537:0]           ib_md.c:1190 UCX  WARN  mlx5_0: relaxed order memory access requested, but unsupported
[1761199595.274315] [node4:1281836:0]           ib_md.c:1190 UCX  WARN  mlx5_0: relaxed order memory access requested, but unsupported
[1761199595.266180] [node2:1075781:0]           ib_md.c:1190 UCX  WARN  mlx5_0: relaxed order memory access requested, but unsupported
[1761199595.271122] [node1:632722:0]           ib_md.c:1190 UCX  WARN  mlx5_0: relaxed order memory access requested, but unsupported
[1761199595.266345] [node2:1075757:0]           ib_md.c:1190 UCX  WARN  mlx5_0: relaxed order memory access requested, but unsupported
[1761199595.274554] [node4:1281842:0]           ib_md.c:1190 UCX  WARN  mlx5_0: relaxed order memory access requested, but unsupported
[1761199595.266472] [node2:1075753:0]           ib_md.c:1190 UCX  WARN  mlx5_0: relaxed order memory access requested, but unsupported
[1761199595.271337] [node1:632725:0]           ib_md.c:1190 UCX  WARN  mlx5_0: relaxed order memory access requested, but unsupported
[1761199595.274693] [node4:1281844:0]           ib_md.c:1190 UCX  WARN  mlx5_0: relaxed order memory access requested, but unsupported
[1761199595.266478] [node2:1075790:0]           ib_md.c:1190 UCX  WARN  mlx5_0: relaxed order memory access requested, but unsupported
[1761199595.266838] [node2:1075819:0]           ib_md.c:1190 UCX  WARN  mlx5_0: relaxed order memory access requested, but unsupported
[1761199595.271717] [node1:632728:0]           ib_md.c:1190 UCX  WARN  mlx5_0: relaxed order memory access requested, but unsupported
[1761199595.271755] [node1:632785:0]           ib_md.c:1190 UCX  WARN  mlx5_0: relaxed order memory access requested, but unsupported
[1761199595.266137] [node3:1276474:0]           ib_md.c:1190 UCX  WARN  mlx5_0: relaxed order memory access requested, but unsupported
[1761199595.267235] [node2:1075816:0]           ib_md.c:1190 UCX  WARN  mlx5_0: relaxed order memory access requested, but unsupported
[1761199595.267389] [node2:1075761:0]           ib_md.c:1190 UCX  WARN  mlx5_0: relaxed order memory access requested, but unsupported
[1761199595.267655] [node2:1075759:0]           ib_md.c:1190 UCX  WARN  mlx5_0: relaxed order memory access requested, but unsupported
[1761199595.266931] [node3:1276501:0]           ib_md.c:1190 UCX  WARN  mlx5_0: relaxed order memory access requested, but unsupported
[1761199595.272509] [node1:632729:0]           ib_md.c:1190 UCX  WARN  mlx5_0: relaxed order memory access requested, but unsupported
[1761199595.267703] [node2:1075827:0]           ib_md.c:1190 UCX  WARN  mlx5_0: relaxed order memory access requested, but unsupported
[1761199595.267760] [node2:1075758:0]           ib_md.c:1190 UCX  WARN  mlx5_0: relaxed order memory access requested, but unsupported
[1761199595.268006] [node2:1075765:0]           ib_md.c:1190 UCX  WARN  mlx5_0: relaxed order memory access requested, but unsupported
[1761199595.268038] [node2:1075756:0]           ib_md.c:1190 UCX  WARN  mlx5_0: relaxed order memory access requested, but unsupported
[1761199595.268272] [node2:1075821:0]           ib_md.c:1190 UCX  WARN  mlx5_0: relaxed order memory access requested, but unsupported
[1761199595.268361] [node2:1075754:0]           ib_md.c:1190 UCX  WARN  mlx5_0: relaxed order memory access requested, but unsupported
[1761199595.268659] [node2:1075828:0]           ib_md.c:1190 UCX  WARN  mlx5_0: relaxed order memory access requested, but unsupported
[1761199595.268718] [node2:1075823:0]           ib_md.c:1190 UCX  WARN  mlx5_0: relaxed order memory access requested, but unsupported
[1761199595.269371] [node2:1075798:0]           ib_md.c:1190 UCX  WARN  mlx5_0: relaxed order memory access requested, but unsupported
[1761199595.269831] [node2:1075800:0]           ib_md.c:1190 UCX  WARN  mlx5_0: relaxed order memory access requested, but unsupported
[1761199595.315084] [node1:632751:0]          select.c:649  UCX  ERROR   no auxiliary transport to <no debug data>: Unsupported operation
[1761199595.323537] [node1:632777:0]          select.c:649  UCX  ERROR   no auxiliary transport to <no debug data>: Unsupported operation
[1761199595.323640] [node1:632781:0]          select.c:649  UCX  ERROR   no auxiliary transport to <no debug data>: Unsupported operation
[1761199595.323674] [node1:632776:0]          select.c:649  UCX  ERROR   no auxiliary transport to <no debug data>: Unsupported operation
[1761199595.323897] [node1:632788:0]          select.c:649  UCX  ERROR   no auxiliary transport to <no debug data>: Unsupported operation
[1761199595.324091] [node1:632782:0]          select.c:649  UCX  ERROR   no auxiliary transport to <no debug data>: Unsupported operation
[1761199595.324091] [node1:632771:0]          select.c:649  UCX  ERROR   no auxiliary transport to <no debug data>: Unsupported operation
[1761199595.324290] [node1:632770:0]          select.c:649  UCX  ERROR   no auxiliary transport to <no debug data>: Unsupported operation
[1761199595.324288] [node1:632780:0]          select.c:649  UCX  ERROR   no auxiliary transport to <no debug data>: Unsupported operation
[1761199595.324525] [node1:632789:0]          select.c:649  UCX  ERROR   no auxiliary transport to <no debug data>: Unsupported operation
[1761199595.324530] [node1:632765:0]          select.c:649  UCX  ERROR   no auxiliary transport to <no debug data>: Unsupported operation
[1761199595.324622] [node1:632769:0]          select.c:649  UCX  ERROR   no auxiliary transport to <no debug data>: Unsupported operation
[1761199595.324757] [node1:632756:0]          select.c:649  UCX  ERROR   no auxiliary transport to <no debug data>: Unsupported operation
[1761199595.324792] [node1:632754:0]          select.c:649  UCX  ERROR   no auxiliary transport to <no debug data>: Unsupported operation
[1761199595.324793] [node1:632785:0]          select.c:649  UCX  ERROR   no auxiliary transport to <no debug data>: Unsupported operation
[1761199595.324825] [node1:632762:0]          select.c:649  UCX  ERROR   no auxiliary transport to <no debug data>: Unsupported operation
[1761199595.324866] [node1:632759:0]          select.c:649  UCX  ERROR   no auxiliary transport to <no debug data>: Unsupported operation
